Столовая,Уникальный обеденный стол из тополя,https://drevodesign.ru/upload/resize_cache/iblock/5e6/244_244_0/n3fampgsjkhpfk9a9h53qcts4g1536wa.png,0207,https://drevodesign.ru/product/stolovaya/unikalnyy-obedennyy-stol-iz-topolya/,162 000 руб.,Новый уникальный авторский стол из слэбов тополя на металлическом подстолье. Эксклюзивная работа наших мастеров никого не оставит равнодушным. Стол в единственном экземпляре. Финишное покрытие стола выполнено лаком. Возможно изготовление на заказ по индивидуальным размерам.,Да
Столовая,Обеденный стол из ивы,https://drevodesign.ru/upload/resize_cache/iblock/93d/244_244_0/4dyzzyu5eg6lyiexsydnjovhe2xjtfco.png,0205,https://drevodesign.ru/product/stolovaya/obedennyy-stol-iz-ivy/,192 000 руб.,"Новый уникальный обеденный стол из ивы на металлическом подстолье. Стол имеет две полупрозрачные реки, с бирюзовым оттенком. Стол хорошо подойдет для больших обеденных помещений. Возможно изготовление на заказ по индивидуальным размерам.",Да
Столовая,"Обеденный стол из массива акации ""Red forest""",https://drevodesign.ru/upload/resize_cache/iblock/cb3/244_244_0/ql8ho3lt988zl001kbo1js0xgc6epjqy.png,0286,https://drevodesign.ru/product/stolovaya/obedennyy-stol-iz-massiva-akatsii-red-forest/,114 000 руб.,"Большой обеденный стол из массива розовой акации в сочетании с черной эпоксидной смолой с эффектом перламутра. Толщина столешницы составляет 40 мм. Финишное покрытие выполнено экологически чистым прозрачным маслом, идеально отшлифовано и отполировано. Авторское металлическое основание для данной модели изготовлено из металла и покрыто эмалью в цветовой гамме ""Графит"". Высота стола составляет 74 см.",Да
Столовая,"Обеденный стол ""French gray""",https://drevodesign.ru/upload/resize_cache/iblock/620/244_244_0/79qblvwv7zmr9ksdkp6cah0m0sv929ds.png,0234,https://drevodesign.ru/product/stolovaya/obedennyy-stol-french-gray/,126 000 руб.,"Уникальный обеденный стол в сочетании массива карагача и эпоксидной смолы светло-темного оттенка. Поверхность столешницы имеет идеально гладкое покрытие, очень приятное по тактильным ощущениям. Финишное покрытие выполнено полиуретановым лаком. Основание данной модели изготовлено из металла и окрашено в черный цвет",Да
Двери в стиле лофт,Дверь для шкафа-купе,https://drevodesign.ru/upload/resize_cache/iblock/08a/244_244_0/dou2mpqy7uk3eg5slh29jv3kknmfi043.png,1014,https://drevodesign.ru/product/dveri-v-stile-loft/dver-dlya-shkafa-kupe/,По запросу,Изготавливаем двери для шкафов-купе разных размеров и моделей под заказ.,Да
Двери в стиле лофт,Большая амбарная дверь из карагача,https://drevodesign.ru/upload/resize_cache/iblock/13e/244_244_0/d1ylad6lc8ahv12co7me1rm3ys86jh84.png,1013,https://drevodesign.ru/product/dveri-v-stile-loft/bolshaya-ambarnaya-dver-iz-karagacha/,По запросу,"Большая амбарная дверь из клеенного карагача с натуральным, природным краем.",Нет
Двери в стиле лофт,Двери лофт,https://drevodesign.ru/upload/resize_cache/iblock/f18/244_244_0/8aqwai7psh0u1s2tbsahnwvijh2vd725.png,1012,https://drevodesign.ru/product/dveri-v-stile-loft/dveri-loft/,По запросу,Двери в стиле лофт с заливками эпоксидной смолой. Возможно изготовление под заказ в любых размерах.,Нет
Двери в стиле лофт,Амбарная дверь из карагача,https://drevodesign.ru/upload/resize_cache/iblock/395/244_244_0/avv5ow1zge81o3f2gkgwcgad3ufoln5s.png,1011,https://drevodesign.ru/product/dveri-v-stile-loft/ambarnaya-dver-iz-karagacha/,По запросу,Дверь из клеенного массива карагача.,Нет
Двери в стиле лофт,"Дверь ""Река""",https://drevodesign.ru/upload/resize_cache/iblock/bc1/244_244_0/qe1lts1kyhrr2cpgib49e32hwalrp95v.png,1010,https://drevodesign.ru/product/dveri-v-stile-loft/dver-reka/,По запросу,Изготавливаем амбарные двери по индивидуальным размерам под заказ.,Нет
Барные стойки,Барная столешница из карагача в прозрачной смоле,https://drevodesign.ru/upload/resize_cache/iblock/a9e/244_244_0/4fnrt1d0faqma8npuu0qhppwp8ml8rst.png,1107,https://drevodesign.ru/product/barnye-stoyki/barnaya-stoleshnitsa-iz-karagacha-v-prozrachnoy-smole/,81 000 руб.,"Столешница из карагача в прозрачной смоле. Толщина столешницы 35 мм. На светлой стороне столешницы не нанесен финишный слой покрытия (тонировка), что дает вам возможность при заказе выбрать подходящий цвет.",Да
